
(AEL) Exchange HS  /*888*/28.190685,-26.092907,0/*888*/Location id: 7845&lt;br&gt; Location owner: &lt;b&gt;Russian &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(BJU) ZS6BJU  /*888*/27.949961111111,-26.057208333333,0/*888*/Location id: 69&lt;br&gt; Location owner: &lt;b&gt;F4ckn &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(BPN) Brakpan  /*888*/28.3725,-26.2661111111,0/*888*/Location id: 20704&lt;br&gt; Location owner: &lt;b&gt;dti &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(CJ) CJ  /*888*/28.1496,-26.1287,0/*888*/Location id: 43&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(CW) Cable Highsite  /*888*/27.8846811489,-25.7113362069,0/*888*/Location id: 147&lt;br&gt; Location owner: &lt;b&gt;techie &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(DS) DeepSouth  /*888*/28.063172222222,-26.259236111111,0/*888*/Location id: 92&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(EH)EdleenHof  /*888*/28.205914,-26.096607,0/*888*/Location id: 25723&lt;br&gt; Location owner: &lt;b&gt;Silencer &lt;br&gt;last updated: 1326578400 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(EM)EdenMallHS  /*888*/28.154775,-26.143891666667,0/*888*/Location id: 12700&lt;br&gt; Location owner: &lt;b&gt;crazyzulu &lt;br&gt;last updated: 1319148000 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(GC) Grand Central  /*888*/28.138861111111,-25.993816666667,0/*888*/Location id: 13992&lt;br&gt; Location owner: &lt;b&gt;crazyzulu &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(JOZI) Jozi  /*888*/28.0547218779,-26.1862927196,0/*888*/Location id: 93&lt;br&gt; Location owner: &lt;b&gt;techie &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(LF) Lafarge  /*888*/28.2567325664,-26.0308290316,0/*888*/Location id: 3276&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(NS) NightShade  /*888*/28.084144444444,-26.081941666667,0/*888*/Location id: 8303&lt;br&gt; Location owner: &lt;b&gt;nightshade &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(NWT) NorthmeadWT  /*888*/28.3103,-26.161008333333,0/*888*/Location id: 7834&lt;br&gt; Location owner: &lt;b&gt;Rambo &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(OH) OLD Hospital  /*888*/28.215891,-26.072965,0/*888*/Location id: 4786&lt;br&gt; Location owner: &lt;b&gt;Silencer &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(OR) Orion  /*888*/28.157,-26.1595,0/*888*/Location id: 4787&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(PB) Platberg  /*888*/28.0014,-26.3904,0/*888*/Location id: 148&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(RB)Randburg  /*888*/27.999452777778,-26.093727777778,0/*888*/Location id: 86&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1312581600 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(SB) SilverBall  /*888*/28.083968,-26.258849,0/*888*/Location id: 5571&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(SCU) Scully  /*888*/27.962355555556,-26.149283333333,0/*888*/Location id: 3442&lt;br&gt; Location owner: &lt;b&gt;Atti2de &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(SEL) Selcourt  /*888*/28.447827777778,-26.307591666667,0/*888*/Location id: 4521&lt;br&gt; Location owner: &lt;b&gt;dti &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(TF) The Forum  /*888*/28.053558333333,-26.106891666667,0/*888*/Location id: 11918&lt;br&gt; Location owner: &lt;b&gt;F4ckn &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(TM) Tiger Mills  /*888*/27.712930555556,-26.166308333333,0/*888*/Location id: 232&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
fragtion  /*888*/27.860487,-26.123536,0/*888*/Location id: 34&lt;br&gt; Location owner: &lt;b&gt;fragtion &lt;br&gt;last updated: 1312581600 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
MR  /*888*/28.134844,-26.176378,0/*888*/Location id: 21523&lt;br&gt; Location owner: &lt;b&gt;Silencer &lt;br&gt;last updated: 1326578400 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Rambo  /*888*/28.247133333333,-26.176422222222,0/*888*/Location id: 6187&lt;br&gt; Location owner: &lt;b&gt;Rambo &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Silver  /*888*/28.094497,-26.119304,0/*888*/Location id: 17939&lt;br&gt; Location owner: &lt;b&gt;silver &lt;br&gt;last updated: 1319148000 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Soprono HS  /*888*/28.048091666667,-26.313991666667,0/*888*/Location id: 11417&lt;br&gt; Location owner: &lt;b&gt;Justin &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Xarion  /*888*/28.1508,-26.179,0/*888*/Location id: 2&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1312236000 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(DV)Dawnview  /*888*/28.147325,-26.185019444444,0/*888*/Location id: 1&lt;br&gt; Location owner: &lt;b&gt;xarion &lt;br&gt;last updated: 1312754400 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(LR) Linksfield Ridge  /*888*/28.087008333333,-26.167869444444,0/*888*/Location id: 16511&lt;br&gt; Location owner: &lt;b&gt;nightshade &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(NC) Northcliff  /*888*/27.96815,-26.145602777778,0/*888*/Location id: 11&lt;br&gt; Location owner: &lt;b&gt;Ryder &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(NM)NashuaMobile  /*888*/28.125986111111,-26.004238888889,0/*888*/Location id: 10426&lt;br&gt; Location owner: &lt;b&gt;nashuamobile &lt;br&gt;last updated: 1322344800 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Apollo  /*888*/27.928747222222,-26.116483333333,0/*888*/Location id: 18&lt;br&gt; Location owner: &lt;b&gt;Ryder &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
Mynard  /*888*/28.22795,-26.055161111111,0/*888*/Location id: 3421&lt;br&gt; Location owner: &lt;b&gt;Mynard &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
regardtv  /*888*/27.9428027778,-26.10495,0/*888*/Location id: 461&lt;br&gt; Location owner: &lt;b&gt;regardtv &lt;br&gt;last updated: 1306015200 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(BH) Birchley High  /*888*/28.235394,-26.056728,0/*888*/Location id: 22181&lt;br&gt; Location owner: &lt;b&gt;WhiteWolf &lt;br&gt;last updated: 0 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(BP) Bryanpark  /*888*/28.005108333333,-26.053083333333,0/*888*/Location id: 3790&lt;br&gt; Location owner: &lt;b&gt;F4ckn &lt;br&gt;last updated: 0 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
(PJ) Panjo  /*888*/27.925944444444,-26.10055,0/*888*/Location id: 19002&lt;br&gt; Location owner: &lt;b&gt;Atti2de &lt;br&gt;last updated: 0 &lt;/b&gt;&lt;br&gt;&lt;br&gt;
